POINTID,MDE,ASPECTB,HARB,PMA,TMEDPROM,EVI
4032,2243,0.5359,22,903,17.3,0.413179
4033,2250,0.213,22,903,17.27,0.472999
4034,2284,0.4913,16,903,17.26,0.4408
4035,2273,1.9889,21,903,17.25,0.586587
4036,2256,1.9545,23,902,17.25,0.653179
4037,2259,0.2318,23,902,17.25,0.408617
4038,2269,0.4929,21,902,17.23,0.385476
4039,2299,1.9487,21,903,17.2,0.51258
4040,2301,1.6805,21,903,17.16,0.519571
4041,2335,1.284,22,903,17.12,0.509693
4042,2313,1.9762,25,903,17.1,0.615177
4043,2334,0.162,23,903,17.02,0.442813
4044,2337,0.9052,25,904,16.99,0.554517
4045,2366,1.4752,25,903,17.02,0.503834
4046,2321,1.9428,27,904,17.05,0.51238
4047,2293,1.9469,25,903,17.12,0.535622
4048,2262,1.9145,27,900,17.19,0.624614
4049,2213,1.7071,27,898,17.36,0.576897
4050,2208,1.749,20,896,17.49,0.379267
4051,2158,1.7657,24,894,17.58,0.547919
4052,2159,1.9701,17,893,17.67,0.564656
4053,2156,0.1679,20,892,17.7,0.427067
4054,2149,0.5295,20,892,17.73,0.459206
4055,2123,1.3512,26,892,17.73,0.577014
4056,2149,0.3708,21,892,17.7,0.607935
4057,2178,1.9138,20,892,17.65,0.33823
4058,2134,1.7198,24,892,17.64,0.634798
4059,2116,1.848,26,892,17.65,0.464446
4060,2135,0.0847,19,891,17.64,0.299505
4061,2148,0.1221,17,891,17.62,0.419586
4062,2154,0.0769,17,890,17.63,0.512255
4063,2171,0.331,21,890,17.66,0.346803
4064,2178,1.9959,20,889,17.71,0.568384
4065,2143,1.6834,24,888,17.73,0.594753
4066,2134,2,17,885,17.88,0.313554
4067,2061,1.9996,17,882,18.1,0.432918
4068,2029,1.7604,14,880,18.21,0.299864
4069,1986,1.9946,11,878,18.38,0.300673
4070,1905,1.9084,14,874,18.57,0.303605
4071,1849,1.9235,12,869,18.79,0.367823
4073,1769,1.9153,14,867,19,0.294803
4075,1716,1.9762,9,863,19.23,0.338159
4080,1924,0.0043,9,875,18.41,0.29739
4081,1947,0.1027,12,877,18.27,0.274978
4141,2038,0.226,22,893,18.14,0.491713
4142,2038,0.2501,24,894,18.08,0.493448
4143,2067,0.0182,25,895,18.02,0.484996
4144,2091,0.0513,25,895,17.98,0.532714
4145,2091,0.7684,20,895,17.94,0.372554
4146,2105,0.1425,21,895,17.88,0.423506
4147,2106,1.3714,17,895,17.86,0.452022
4148,2094,1.8,18,894,17.88,0.371338
4149,2080,1.7071,19,894,17.91,0.38877
4150,2066,1.8889,23,894,17.93,0.575351
4151,2067,0.0348,21,894,17.95,0.429283
4152,2080,0.0116,22,892,17.95,0.359742
4153,2112,0.0253,15,893,17.89,0.366825
4154,2152,0.6335,18,895,17.8,0.377757
4155,2171,1.3714,13,897,17.73,0.414806
4156,2178,0.3753,15,899,17.62,0.390923
4157,2189,0.1317,17,900,17.52,0.364099
4158,2211,0.4856,23,901,17.46,0.475749
4159,2236,1.5241,21,902,17.42,0.40802
4160,2211,1.0964,23,901,17.44,0.511574
4161,2223,0.4307,16,899,17.45,0.412699
4162,2229,0.0433,18,901,17.41,0.38419
4163,2226,1,19,902,17.37,0.465754
4164,2223,0.1605,27,902,17.34,0.57231
4165,2243,0.0007,22,903,17.27,0.408275
4166,2254,0.0875,23,903,17.25,0.559831
4167,2276,0.2567,24,903,17.23,0.345373
4168,2268,1.7433,21,903,17.21,0.494506
4169,2270,1.6357,21,903,17.19,0.539722
4170,2293,1.0588,21,903,17.16,0.483265
4171,2318,0.9186,26,903,17.1,0.370606
4172,2315,1.187,25,903,17.08,0.557879
4173,2361,0.8399,30,904,17.03,0.494792
4174,2344,1.6668,29,905,16.97,0.580707
4175,2376,1,27,905,16.93,0.497134
4176,2379,1.3567,27,905,16.91,0.547682
4177,2373,1.1601,20,905,16.94,0.404916
4178,2341,1.6079,21,904,16.99,0.50278
4179,2294,0.5455,28,904,17.07,0.529202
4180,2279,0.9278,19,901,17.14,0.401305
4181,2234,0.3063,20,899,17.27,0.524192
4182,2200,1.8137,28,898,17.38,0.692209
4183,2218,1.9033,23,895,17.47,0.488383
4184,2171,1.9104,26,894,17.58,0.57606
4185,2160,1.8729,19,893,17.62,0.409967
4186,2138,1.8683,28,892,17.65,0.479778
4187,2139,1.933,25,892,17.65,0.533524
4188,2153,0.1425,26,892,17.6,0.453347
4189,2172,0.0513,22,892,17.58,0.652986
4190,2142,1.8099,21,892,17.57,0.458399
4191,2128,1.3161,24,892,17.57,0.689119
4192,2135,1.7657,26,892,17.57,0.546585
4193,2137,1.3714,20,892,17.57,0.605793
4194,2142,0.3414,29,892,17.57,0.463619
4195,2169,1.2026,28,891,17.57,0.504376
4196,2183,0.1679,23,890,17.55,0.738186
4197,2211,1.4371,26,891,17.52,0.682443
4198,2197,1.9881,20,889,17.64,0.507676
4199,2151,1.9744,20,887,17.76,0.326191
4200,2104,1.9756,15,883,17.99,0.319868
4201,2017,1.9615,8,879,18.2,0.295065
4202,1955,1.9425,11,876,18.43,0.288077
4203,1899,1.9884,12,872,18.6,0.272608
4206,1785,1.6288,8,868,18.98,0.293986
4207,1745,1.5087,12,865,19.07,0.330148
4208,1731,1.7136,12,864,19.12,0.273159
4209,1730,0.0875,9,867,19.02,0.302435
4267,2013,1.726,21,895,18.19,0.506899
4274,2041,0.0161,27,892,18.15,0.47237
4275,2055,0.0266,20,894,18.07,0.462023
4276,2060,0.0385,16,894,18.02,0.377559
4277,2081,0.0715,20,894,17.97,0.373152
4278,2088,0.6061,16,895,17.92,0.344958
4279,2102,0.1791,21,895,17.88,0.455713
4280,2108,0.6488,17,894,17.85,0.354873
4281,2126,1.7962,21,894,17.85,0.426561
4282,2113,1.952,27,894,17.86,0.418968
4283,2084,1.7568,20,894,17.89,0.390129
4284,2109,1.29,26,894,17.9,0.463286
4285,2109,1.5869,21,894,17.88,0.417562
4286,2107,0.4567,24,894,17.85,0.56774
4287,2154,0.0411,17,896,17.78,0.336252
4288,2175,0.0715,17,897,17.71,0.368527
4289,2183,1.9615,18,899,17.6,0.357014
4290,2195,0.0032,21,899,17.51,0.414473
4291,2212,0.8984,19,899,17.48,0.440049
4292,2180,0.6544,24,899,17.5,0.568184
4293,2195,0.0471,21,900,17.49,0.460003
4294,2220,0.2367,19,900,17.44,0.376008
4295,2217,1.8944,20,900,17.43,0.466036
4296,2208,0.0167,26,900,17.48,0.589629
4297,2222,0.2443,25,900,17.39,0.481321
4298,2255,0.0406,31,902,17.28,0.564941
4299,2260,0,21,903,17.23,0.421021
4300,2280,0.9736,19,903,17.2,0.4096
4301,2304,1.2748,24,904,17.15,0.40701
4302,2301,1.2509,21,904,17.1,0.456576
4303,2355,0.5452,22,904,17.04,0.474331
4304,2355,1.8869,24,905,16.97,0.551983
4305,2383,0.3565,28,906,16.88,0.687261
4306,2422,1.7,28,907,16.78,0.698912
4307,2420,1.6726,25,908,16.74,0.650455
4308,2377,1.8683,27,908,16.78,0.60722
4309,2341,1.7198,29,906,16.85,0.731004
4310,2323,1.9744,27,904,16.95,0.78283
4311,2317,1.8758,28,904,17.06,0.554179
4312,2299,1.8944,30,901,17.12,0.52686
4313,2256,1.9628,28,900,17.22,0.597266
4314,2247,1.8178,28,898,17.3,0.492692
4315,2225,1.9558,27,897,17.39,0.521383
4316,2199,1.8982,21,894,17.48,0.547243
4317,2185,1.7071,18,894,17.52,0.3196
4318,2177,1.9271,24,893,17.55,0.791742
4319,2184,1.9718,23,893,17.54,0.490933
4320,2161,1.4586,29,893,17.53,0.48652
4321,2193,1.8779,17,893,17.51,0.379791
4322,2164,1.9067,28,893,17.5,0.711187
4323,2180,1.3491,28,893,17.47,0.586285
4324,2186,1.7939,24,893,17.48,0.687604
4325,2170,1.945,21,892,17.51,0.583008
4326,2169,0.9773,24,892,17.51,0.328987
4327,2202,0.96,25,892,17.45,0.577388
4328,2208,1.6508,24,895,17.4,0.624208
4329,2251,0.0495,18,895,17.36,0.431184
4330,2216,1.4072,17,892,17.54,0.455175
4331,2172,1.9002,19,890,17.65,0.339348
4332,2137,1.9164,14,886,17.86,0.320603
4333,2079,1.9631,10,882,18.11,0.298431
4334,2006,1.6706,12,878,18.35,0.288905
4335,1953,1.9159,12,876,18.43,0.281856
4336,1930,1.9729,14,873,18.61,0.280919
4338,1781,1.8,12,868,18.93,0.317924
4339,1781,1.3962,12,868,18.94,0.285864
4340,1805,1.7946,14,867,18.98,0.295869
4341,1782,1.9932,12,866,19.01,0.291993
4342,1758,0.0148,17,867,18.96,0.402971
4393,2010,1.9487,25,895,18.2,0.687498
4399,2015,0.9233,16,895,18.17,0.654711
4400,2022,0.6637,21,893,18.18,0.486571
4401,2018,1.6247,24,893,18.22,0.439393
4402,1999,1.8742,20,892,18.23,0.425256
4403,2007,1.9884,25,892,18.24,0.37413
4404,2000,1.9899,23,892,18.22,0.440413
4405,2003,0.0116,20,892,18.21,0.349231
4407,2024,0.2125,20,892,18.14,0.396223
4408,2046,0.5321,15,892,18.08,0.386047
4409,2063,0.001,17,892,18.02,0.377353
4410,2068,1.3012,12,894,17.97,0.306801
4411,2073,0.0039,17,894,17.92,0.299411
4412,2114,0.1577,16,895,17.84,0.296426
4413,2123,0.001,17,894,17.81,0.323619
4414,2125,1.9884,18,894,17.81,0.333783
4415,2115,1.9899,14,894,17.83,0.308623
4416,2131,0.3058,15,894,17.83,0.459782
4417,2160,1.5301,18,895,17.81,0.320274
4418,2149,1.8889,21,896,17.8,0.438421
4419,2147,1.9874,22,896,17.79,0.586171
4420,2135,0.0017,17,897,17.74,0.509541
4421,2164,0.472,13,898,17.67,0.353385
4422,2157,0.0119,24,898,17.63,0.475446
4423,2164,0.4,16,898,17.58,0.327414
4424,2163,0.0739,15,900,17.54,0.370787
4425,2206,0.3414,24,900,17.5,0.459158
4426,2217,0.2318,20,900,17.44,0.428452
4427,2211,0.3492,10,900,17.47,0.437767
4428,2203,0.1679,29,899,17.48,0.504865
4429,2212,0.0032,29,900,17.44,0.595651
4430,2240,0.8925,22,900,17.35,0.53466
4431,2266,0.2351,20,901,17.27,0.388415
4432,2295,0.0905,18,903,17.21,0.369098
4433,2294,0.0006,13,903,17.15,0.367092
4434,2307,0,23,904,17.07,0.460815
4435,2345,0.4453,21,905,16.96,0.479787
4436,2403,0.7353,24,907,16.84,0.483172
4437,2412,1.5071,27,909,16.74,0.721746
4438,2441,0.0597,30,909,16.65,0.728476
4439,2490,1.2568,21,910,16.56,0.597498
4440,2429,1.9468,17,910,16.63,0.625974
4441,2374,1.9647,27,907,16.76,0.732025
4442,2374,1.3204,29,905,16.88,0.543537
4443,2345,1.9975,30,904,16.99,0.525127
4444,2340,1.7949,29,902,17.06,0.520365
4445,2303,1.9859,28,900,17.14,0.556358
4446,2264,1.9932,23,898,17.24,0.520716
4447,2250,1.762,26,898,17.31,0.485592
4448,2225,1.871,21,896,17.38,0.536718
4449,2216,1.9333,24,895,17.43,0.656465
4450,2229,0.3252,28,895,17.41,0.575484
4451,2224,1.8659,26,895,17.42,0.720058
4452,2213,1.8695,22,895,17.43,0.760273
4453,2224,1.4158,25,895,17.42,0.595168
4454,2214,1.9998,24,894,17.44,0.545458
4455,2209,0.1965,26,894,17.38,0.518676
4456,2266,0.9336,20,895,17.38,0.350006
4457,2235,1.9917,22,892,17.43,0.729377
4458,2202,1.4363,29,894,17.39,0.702832
4459,2247,0.6078,26,895,17.31,0.47074
4460,2243,1.7682,25,895,17.32,0.681641
4461,2218,1.998,20,893,17.41,0.456641
4462,2196,1.9465,22,891,17.51,0.529846
4463,2173,1.3161,16,890,17.65,0.310218
4464,2122,1.4421,13,886,17.9,0.292641
4465,2047,1.4537,7,880,18.18,0.29569
4466,1966,1.7983,13,876,18.38,0.277034
4470,1845,1.5637,10,868,18.84,0.284218
4471,1865,1.0809,9,868,18.84,0.266345
4472,1852,1.8675,9,868,18.87,0.309038
4473,1789,1.9133,11,867,18.95,0.315672
4475,1799,1.9062,12,868,18.9,0.296499
4478,1910,1.668,16,875,18.35,0.285079
4479,1930,1.284,13,876,18.36,0.294882
4531,2020,0.2567,16,893,18.17,0.507509
4533,2023,1.96,22,893,18.12,0.370765
4534,2024,2,23,893,18.15,0.461986
4535,2028,1.4473,26,893,18.16,0.471849
4536,2027,1.9973,29,892,18.17,0.47815
4537,2014,1.7863,17,892,18.2,0.378672
4538,2009,1.6402,21,892,18.2,0.439043
4539,2025,0.3243,23,892,18.17,0.459638
4540,2039,0.0299,21,892,18.11,0.455172
4541,2043,0.0561,27,892,18.06,0.417226
4542,2043,0.5039,14,892,18.01,0.319746
4543,2050,0.2227,13,892,17.96,0.300974
4544,2088,0.5992,17,894,17.89,0.346956
4545,2118,0.0513,18,894,17.82,0.407915
4546,2137,0.2238,15,895,17.8,0.310225
4547,2149,1.8866,18,895,17.79,0.420844
4548,2139,1.187,18,895,17.78,0.461631
4549,2160,0.0513,16,896,17.77,0.320413
4550,2177,1.8944,13,897,17.76,0.342067
4551,2170,1.9988,19,897,17.76,0.390283
4552,2138,1.999,18,897,17.75,0.351259
4553,2135,0.2,16,897,17.71,0.379745
4554,2149,0.0952,24,897,17.68,0.452409
4555,2150,1.4658,26,897,17.66,0.64653
4556,2174,0.2,21,899,17.61,0.413283
4557,2193,0.1936,17,899,17.53,0.335395
4558,2200,1.0767,18,899,17.5,0.405205
4559,2193,0.269,23,899,17.5,0.619715
4560,2199,0.0194,22,899,17.5,0.570285
4561,2205,1.4473,19,899,17.48,0.38284
4562,2221,0.0809,16,899,17.42,0.381993
4563,2237,0.0017,19,900,17.32,0.439078
4564,2269,0.1238,15,900,17.24,0.356982
4565,2301,0.1563,16,903,17.16,0.425103
4566,2327,0.1114,15,904,17.06,0.387228
4567,2377,0.0688,17,905,16.94,0.373334
4568,2383,0.1906,17,907,16.78,0.451638
4569,2385,0.0161,24,908,16.74,0.628632
4570,2425,0.4118,29,909,16.72,0.590265
4571,2500,0.1056,27,913,16.44,0.648936
4572,2492,1.809,14,913,16.43,0.422256
4573,2408,1.9994,27,908,16.72,0.738528
4574,2416,1.8849,27,907,16.8,0.545962
4575,2381,1.3807,27,905,16.89,0.509845
4576,2356,0.8463,26,903,17,0.518389
4577,2320,1.82,25,901,17.06,0.508539
4578,2278,1.8944,27,899,17.17,0.518644
4579,2257,1.8762,27,898,17.25,0.484853
4580,2243,1.669,20,897,17.3,0.546488
4581,2232,1.6,25,897,17.32,0.610155
4582,2236,1,20,896,17.33,0.483442
4583,2261,0.1056,16,895,17.32,0.419807
4584,2266,1.9285,22,895,17.32,0.514704
4585,2269,1.9514,21,895,17.29,0.606172
4586,2238,1.9191,26,895,17.26,0.548494
4587,2224,1.0905,23,895,17.25,0.823061
4588,2263,0.3297,20,895,17.25,0.562749
4589,2290,1.9445,24,896,17.23,0.675209
4590,2236,1.8624,26,896,17.19,0.831683
4591,2285,0.7155,29,898,17.17,0.483242
4592,2282,1.7421,24,897,17.21,0.739832
4593,2270,1.7878,26,895,17.31,0.624873
4594,2230,1.7123,12,892,17.49,0.318032
4595,2135,1.2995,12,887,17.71,0.322197
4596,2079,0.639,9,882,18.02,0.275332
4600,1865,1.4961,14,871,18.66,0.360587
4601,1848,1.4856,12,869,18.76,0.31997
4602,1826,0.7491,7,868,18.84,0.289744
4605,1792,1.3161,14,868,18.9,0.293772
4608,1857,1.4808,17,871,18.59,0.358105
4610,1980,1.1397,12,876,18.25,0.29741
4611,1990,1.7809,14,876,18.23,0.311494
4653,2023,1.9363,23,897,18.22,0.546928
4654,2023,1.4961,9,897,18.17,0.359462
4664,2028,0.0088,20,893,18.14,0.526854
4665,2038,0.2929,20,893,18.1,0.71869
4666,2038,1.4229,21,894,18.07,0.554393
4667,2042,1.1146,16,894,18.05,0.357522
4668,2051,1.9899,16,893,18.05,0.392287
4669,2036,1.8137,18,893,18.07,0.37528
4670,2027,1.9948,21,892,18.1,0.436182
4671,2017,1.9191,25,892,18.12,0.555859
4672,2020,0.6839,27,892,18.1,0.432077
4673,2048,0.48,22,892,18.06,0.390261
4674,2061,1.9962,21,892,18.02,0.421869
4675,2051,1.2748,21,892,17.98,0.372799
4676,2059,0.2929,18,892,17.93,0.418143
4677,2077,0.0113,23,894,17.86,0.404082
4678,2122,0.0715,18,895,17.82,0.310194
4679,2152,0.0013,18,895,17.79,0.356827
4680,2159,0.9412,16,896,17.76,0.337705
4681,2168,1.7071,11,897,17.74,0.328723
4682,2187,1.3714,20,897,17.72,0.335034
4683,2175,1.9919,12,897,17.72,0.357956
4684,2163,1.8729,21,896,17.72,0.484302
4685,2144,1.6196,28,896,17.72,0.55175
4686,2165,0.9287,21,896,17.68,0.397686
4687,2168,1.9906,19,898,17.64,0.353108
4688,2170,1.4886,22,899,17.62,0.591299
4689,2176,0.0896,20,898,17.6,0.398393
4690,2180,0.3357,27,899,17.55,0.665826
4691,2200,0.7574,21,899,17.53,0.467276
4692,2208,1.5369,21,898,17.51,0.489559
4693,2219,1.1352,16,898,17.48,0.32764
4694,2233,0.6343,15,899,17.44,0.355755
4695,2262,0.3087,25,900,17.33,0.345822
4696,2282,0.4246,19,900,17.24,0.344867
4697,2307,0.3925,21,902,17.16,0.384868
4698,2326,0.2191,19,903,17.07,0.35422
4699,2332,0.4601,27,904,17,0.501837
4700,2366,0.6527,28,904,16.94,0.680896
4701,2436,0.6317,27,906,16.85,0.443032
4702,2461,1.4608,28,909,16.69,0.622142
4703,2487,0.0809,19,914,16.39,0.611133
4704,2479,1.6993,23,914,16.39,0.684186
4705,2454,1.7407,25,909,16.61,0.681319
4706,2414,1.3456,21,907,16.68,0.52468
4707,2348,1.6668,25,905,16.82,0.515123
4708,2321,1.5547,28,903,16.97,0.529804
4709,2301,1.025,26,901,17.05,0.532664
4710,2276,1.3285,22,899,17.14,0.479081
4711,2257,1.4961,26,898,17.22,0.539983
4712,2258,1.9578,27,898,17.25,0.574189
4713,2248,0.2929,25,898,17.25,0.571778
4714,2249,1.669,25,897,17.25,0.621292
4715,2259,0.0068,23,897,17.25,0.489481
4716,2267,1,17,896,17.25,0.494593
4717,2275,0.1425,21,895,17.24,0.593156
4718,2289,1.3456,25,895,17.23,0.54943
4719,2276,1.999,20,895,17.23,0.783386
4720,2256,0.0394,25,896,17.19,0.668245
4721,2297,0.0005,19,898,17.15,0.679596
4722,2309,1.4705,22,899,17.1,0.71169
4723,2318,0.8006,27,901,17.03,0.797846
4724,2341,1.7894,21,901,17.04,0.771643
4725,2282,1.5909,8,895,17.28,0.267037
4726,2184,1,15,890,17.54,0.290911
4727,2160,1.886,7,886,17.79,0.275051
4728,2051,1.9567,16,881,18.11,0.41366
4729,1998,1.6247,10,878,18.31,0.305734
4730,1922,1.744,17,875,18.44,0.396953
4731,1923,1.5895,17,874,18.51,0.273331
4732,1946,1.6939,9,874,18.55,0.287361
4733,1883,1.898,6,871,18.64,0.289252
4734,1870,1.7162,14,869,18.75,0.289654
4735,1847,1.9157,10,868,18.87,0.331676
4736,1820,1.2202,13,868,18.86,0.305561
4738,1864,1.9426,10,868,18.76,0.305568
4741,1946,0.7252,13,876,18.25,0.25534
4742,2038,0.5212,17,878,18.09,0.287463
4743,2053,1.7507,15,878,18.08,0.465191
4786,2030,0.641,21,897,18.17,0.479986
4787,2035,0.2929,20,897,18.15,0.512536
4796,2028,1.9363,13,893,18.17,0.372762
4797,2038,0.6286,17,893,18.12,0.565729
4799,2053,0.1363,24,893,18.02,0.481496
4800,2062,0.6672,23,893,18,0.410255
4801,2063,1,22,893,17.99,0.368116
4802,2057,1.9916,11,893,17.99,0.342177
4803,2041,1.9255,21,893,18,0.413329
4804,2024,0.0136,27,892,18.01,0.41244
4805,2040,0.0582,23,892,18.01,0.417328
4806,2065,0.0041,22,892,17.98,0.445643
4807,2080,0.4266,22,892,17.94,0.385123
4808,2090,0.7476,29,892,17.92,0.524063
4809,2113,0.7666,24,893,17.88,0.467311
4810,2120,0.5939,26,893,17.85,0.464498
4811,2139,0.1238,16,894,17.8,0.38089
4812,2147,0,11,897,17.75,0.281561
4813,2172,0.037,10,898,17.71,0.330868
4814,2189,0.0582,12,898,17.67,0.325829
4815,2190,1.9662,15,898,17.66,0.348707
4816,2198,0.4118,20,898,17.66,0.367712
4817,2180,1.9978,21,898,17.64,0.450294
4818,2167,0.3568,24,899,17.62,0.380426
4819,2186,1.9912,17,899,17.59,0.378354
4820,2185,1.7071,13,899,17.57,0.319709
4821,2182,1.4473,27,899,17.55,0.600886
4822,2204,0.4145,18,899,17.53,0.512484
4823,2204,1.8516,17,899,17.5,0.356723
4824,2210,0.0136,20,899,17.47,0.470606
4825,2223,0.8586,13,899,17.44,0.330774
4826,2231,0.1679,17,899,17.38,0.363842
4827,2245,0.099,17,900,17.31,0.369844
4828,2268,0.0194,18,900,17.25,0.415632
4829,2292,0.176,21,901,17.2,0.375028
4830,2284,0.1258,29,901,17.16,0.429111
4831,2317,0.3075,18,901,17.1,0.413767
4832,2365,0.109,23,903,17.01,0.413833
4833,2393,0.0476,19,907,16.8,0.411411
4834,2417,0.1381,25,909,16.69,0.470377
4835,2457,0.2106,26,910,16.56,0.644134
4836,2465,1,18,910,16.54,0.587413
4837,2445,0.6441,17,909,16.63,0.505209
4838,2404,1.8164,23,907,16.69,0.480946
4839,2356,1.8503,30,905,16.83,0.46321
4840,2310,1.7849,27,902,16.98,0.530904
4841,2287,1.2426,27,901,17.09,0.515742
4842,2265,1.7459,27,899,17.15,0.48902
4843,2262,1.217,29,898,17.22,0.534449
4844,2259,1.3512,23,896,17.27,0.512334
4845,2231,1.2426,26,896,17.28,0.486408
4846,2237,0.0122,26,896,17.26,0.491332
4847,2252,0.0938,25,895,17.26,0.51133
4848,2254,1.5547,25,895,17.26,0.554365
4849,2271,0.1546,25,895,17.24,0.560211
4850,2299,0.0116,21,896,17.21,0.403755
4851,2308,0.5527,25,896,17.18,0.548003
4852,2268,1.9487,22,898,17.14,0.742258
4853,2283,0.4785,22,900,17.06,0.524943
4854,2332,0.5878,25,901,16.98,0.653413
4855,2357,0.8039,20,901,16.99,0.681609
4856,2356,0.783,19,901,17.02,0.663713
4857,2302,1.5628,12,894,17.31,0.278134
4858,2179,1.8321,14,889,17.63,0.317611
4859,2109,1.7669,16,885,17.9,0.457309
4860,2027,1.3662,14,880,18.15,0.375178
4861,1985,1.8035,17,879,18.23,0.324876
4862,2016,1.103,15,878,18.27,0.341184
4864,1934,1.8027,11,874,18.45,0.30207
4865,1921,1.528,14,874,18.49,0.27714
4866,1920,1.9079,7,872,18.59,0.301105
4867,1871,1.8771,10,872,18.66,0.3107
4868,1836,0.9095,16,872,18.65,0.452268
4869,1868,1.2708,17,872,18.61,0.401657
4870,1895,0.641,12,872,18.61,0.272678
4871,1877,1.8395,15,872,18.61,0.359391
4873,1952,0.1201,12,876,18.23,0.262649
4875,2058,0.0113,16,878,18.05,0.29963
4917,2009,0.1635,23,897,18.19,0.501826
4918,2023,0.269,25,897,18.16,0.483824
4919,2039,1.2874,22,898,18.14,0.417171
4922,2017,1.9966,22,895,18.17,0.542848
4923,2005,1.9615,21,894,18.2,0.581845
4925,2004,1.4091,23,893,18.21,0.598405
4929,2037,1.3161,25,893,18.15,0.476013
4930,2041,0.2318,22,893,18.08,0.381403
4931,2052,0.0215,24,893,18.03,0.394802
4932,2061,0.0171,17,893,18,0.330165
4933,2063,0.1863,18,893,17.98,0.353227
4934,2071,0.1056,22,893,17.97,0.432764
4935,2065,1.9991,19,893,17.95,0.40112
4936,2046,1.8232,12,893,17.93,0.280509
4937,2041,1.3824,22,893,17.92,0.395144
4938,2055,0.2106,20,892,17.91,0.465581
4939,2091,0.0513,16,893,17.88,0.329776
4940,2108,0.72,17,893,17.86,0.380627
4941,2127,1.4104,17,893,17.83,0.339623
4942,2148,1.4137,25,893,17.8,0.407317
4943,2147,1.7845,23,895,17.77,0.437898
4944,2149,0.783,20,897,17.73,0.429276
4945,2166,0.0385,10,898,17.68,0.285855
4946,2181,0.0582,14,898,17.63,0.290925
4947,2198,0.2106,14,898,17.58,0.350137
4948,2212,0.0513,16,899,17.55,0.36528
4949,2203,1.9487,10,899,17.53,0.343806
4950,2181,1.5391,22,899,17.52,0.502361
4951,2188,1.0713,17,899,17.52,0.409505
4952,2214,1.3285,24,899,17.51,0.422996
4953,2210,1.3774,21,899,17.48,0.493239
4954,2209,1.7071,21,899,17.46,0.620266
4955,2209,1.5301,20,899,17.45,0.654359
4956,2208,0.0809,24,899,17.46,0.602069
4957,2212,1.1414,18,898,17.46,0.389238
4958,2223,0.0299,22,899,17.41,0.429947
4959,2230,0.0136,17,899,17.36,0.373511
4960,2244,0.1134,17,899,17.3,0.378472
4961,2267,0.4307,15,900,17.26,0.343586
4962,2270,0.0261,24,900,17.23,0.422257
4963,2299,0.13,22,901,17.16,0.342486
4964,2328,0.4642,17,902,17.05,0.419732
4965,2357,0.579,23,905,16.93,0.405648
4966,2403,0.3176,21,907,16.77,0.396456
4967,2429,0.1346,24,909,16.66,0.492338
4968,2431,0.1317,18,908,16.65,0.421944
4969,2390,1.7135,22,907,16.7,0.459516
4970,2365,0.2485,16,906,16.78,0.437122
4971,2336,1.4961,24,902,16.92,0.408718
4972,2309,0.4659,24,901,17.03,0.483257
4973,2295,1.4338,22,899,17.1,0.486846
4974,2254,1.6402,28,899,17.16,0.50485
4975,2254,1.0525,28,897,17.22,0.566599
4976,2246,1.1738,26,896,17.3,0.587313
4977,2223,0.8586,26,895,17.34,0.540395
4978,2214,0.0037,26,895,17.35,0.550538
4979,2234,0.0215,25,895,17.3,0.481749
4980,2247,1.0905,27,895,17.25,0.60854
4981,2260,0.9005,24,896,17.19,0.625452
4982,2292,0.0971,26,897,17.15,0.508277
4983,2314,0.2525,24,898,17.1,0.494536
4984,2296,1.98,26,901,16.96,0.55361
4985,2308,0.4411,26,901,16.93,0.652201
4986,2348,0.1563,21,901,16.96,0.636269
4987,2345,0.7537,19,900,17.02,0.623156
4988,2290,0.694,15,896,17.26,0.351813
4989,2223,0.856,17,891,17.46,0.312979
4990,2162,1.1566,10,887,17.71,0.289361
4991,2084,1.6322,17,884,17.9,0.312331
4992,2051,1.86,20,881,18.06,0.431233
4993,2040,1.605,19,880,18.07,0.356127
4995,1973,1.3025,7,876,18.32,0.303125
4996,1968,0.0002,9,874,18.41,0.253065
4997,1984,0.0126,9,874,18.46,0.267979
4998,1955,1.6386,6,873,18.5,0.294091
4999,1894,1.9772,10,871,18.55,0.320964
5000,1884,1.8193,13,872,18.49,0.306069
5001,1919,0.8864,13,874,18.42,0.257585
5002,1937,1.2595,15,874,18.41,0.297796
5003,1933,1.6081,15,874,18.43,0.29958
5004,1931,1.8944,13,873,18.41,0.342209
5005,1936,0.9115,16,875,18.26,0.290544
5006,1995,0.4532,13,876,18.12,0.257827
5007,2050,1,11,877,18.09,0.339417
5048,1993,1.2982,23,896,18.24,0.4876
5049,2010,1.5842,22,896,18.21,0.467645
5050,2026,1.2123,25,897,18.17,0.512311
5051,2044,0.7368,26,898,18.12,0.515415
5053,2040,1.8762,23,898,18.1,0.509038
5054,2030,1.8,21,895,18.14,0.495645
5055,2024,1.9701,20,894,18.18,0.473937
5056,2025,1.6794,22,894,18.2,0.44474
5057,2028,1.8116,17,893,18.2,0.429555
5058,2012,0.6839,21,893,18.2,0.414451
5059,2015,1.5813,27,893,18.2,0.501133
5061,2027,0.1185,26,893,18.17,0.406451
5062,2035,0.2929,24,893,18.1,0.434255
5063,2041,0.2443,25,893,18.04,0.375588
5064,2046,0.1363,21,893,18,0.406221
5065,2060,0.0809,19,893,17.99,0.431695
5066,2065,0.2704,21,893,17.97,0.412635
5067,2075,1.8944,16,893,17.95,0.328141
