POINTID,MDE,ASPECTB,HARB,PMA,TMEDPROM,EVI
5068,2076,1.9892,12,893,17.93,0.349847
5069,2069,1.0304,15,893,17.91,0.309643
5070,2087,1.8169,12,894,17.88,0.276998
5071,2094,1.4191,16,893,17.86,0.317633
5072,2110,1.2004,19,893,17.84,0.3753
5073,2130,0.2343,15,893,17.81,0.341767
5074,2175,0.0725,21,893,17.77,0.514428
5075,2187,1.7071,16,897,17.74,0.418069
5076,2149,1.8575,16,897,17.7,0.345762
5077,2157,1.1644,15,898,17.65,0.291601
5078,2166,0.3217,12,899,17.59,0.293121
5079,2184,0.1056,12,899,17.54,0.373855
5080,2208,0.2367,13,900,17.48,0.38984
5081,2219,1,18,900,17.46,0.385398
5082,2213,1.9939,21,899,17.47,0.422673
5083,2214,1.0664,21,899,17.47,0.409064
5084,2224,1.359,27,899,17.45,0.468298
5085,2226,1.3161,24,899,17.44,0.473638
5086,2221,1.6947,20,899,17.45,0.610766
5087,2202,1.0948,21,899,17.46,0.676632
5088,2190,0.0881,23,898,17.49,0.58808
5089,2198,0.2151,15,897,17.49,0.407641
5090,2210,0.0022,17,897,17.47,0.326287
5091,2218,0.0715,15,897,17.43,0.352953
5092,2225,0.2704,17,898,17.38,0.371494
5093,2241,0.706,16,898,17.34,0.341027
5094,2249,0.1334,22,898,17.3,0.335205
5095,2270,0.2628,26,899,17.24,0.444096
5096,2314,0.1807,27,901,17.13,0.349674
5097,2322,0.0702,17,902,17.03,0.364143
5098,2375,0.1936,19,904,16.9,0.39668
5099,2354,0.2303,20,906,16.8,0.396559
5100,2380,0.1394,16,906,16.76,0.40115
5101,2380,0.2367,14,906,16.78,0.434694
5102,2354,1.9977,21,904,16.88,0.47831
5103,2325,0.5878,21,902,17,0.473596
5104,2294,1.7186,26,900,17.07,0.5213
5105,2284,0.2663,21,899,17.13,0.445258
5106,2240,0.8393,24,898,17.18,0.49252
5107,2238,0.1207,28,896,17.21,0.540799
5108,2225,1.3915,30,895,17.34,0.590406
5109,2180,1.0525,27,893,17.44,0.554139
5110,2177,0.0242,28,893,17.42,0.556063
5111,2237,0.0422,26,895,17.33,0.679062
5112,2270,0.4609,28,896,17.23,0.522488
5113,2301,1.6,21,900,17.08,0.598969
5114,2318,1.4903,22,901,17.01,0.695364
5115,2318,1,26,901,16.94,0.484633
5116,2337,1.294,21,901,16.91,0.592748
5117,2338,1.0312,26,901,16.93,0.632414
5118,2342,0.6839,19,900,17.01,0.713169
5119,2257,1.2536,19,894,17.3,0.301452
5120,2204,0.5623,16,890,17.54,0.338564
5121,2178,0.6557,15,888,17.64,0.297812
5122,2136,0.8783,11,886,17.75,0.293031
5123,2123,0.1204,12,884,17.9,0.24915
5124,2084,0.717,12,881,18.02,0.275383
5125,2068,0.8441,10,880,18.1,0.276463
5126,2010,1.8672,12,878,18.24,0.28296
5127,1928,1.2585,6,875,18.42,0.29219
5128,1888,0.5187,10,874,18.48,0.272604
5129,1909,0.1083,12,873,18.5,0.274898
5130,1934,0.1958,7,873,18.48,0.261965
5131,1945,1.9551,9,873,18.46,0.273865
5132,1951,1.4911,14,874,18.38,0.280342
5133,1958,1.1927,16,875,18.26,0.42748
5134,1988,1.0995,10,877,18.18,0.366354
5135,2013,1.5605,20,876,18.18,0.565432
5136,1990,1.7578,22,876,18.17,0.549329
5137,2010,1.6997,20,877,18.07,0.560796
5138,2021,1.2004,13,877,18.05,0.423545
5139,2035,1,17,877,18.12,0.326409
5178,1987,1.0434,21,895,18.3,0.386004
5181,2022,0.4961,28,896,18.19,0.47817
5182,2040,0.4929,26,897,18.15,0.426661
5183,2049,0.917,28,898,18.09,0.530263
5184,2058,1.9285,22,898,18.04,0.40412
5185,2049,0.5527,27,898,18.04,0.503092
5186,2044,1.7525,28,897,18.07,0.604948
5187,2050,1.8683,24,894,18.12,0.499741
5188,2059,1.2426,29,894,18.15,0.479327
5189,2047,1.9995,20,894,18.16,0.407646
5190,2013,1.8035,27,893,18.17,0.485581
5191,2021,1.0476,24,893,18.19,0.440318
5192,2015,1.3161,23,893,18.18,0.455399
5193,2010,0.1056,20,893,18.16,0.652097
5194,2033,1.1644,25,893,18.12,0.422197
5195,2044,0.7178,26,893,18.07,0.351578
5196,2052,1.3714,20,893,18.03,0.411269
5197,2061,2,24,893,18.01,0.430197
5198,2064,0.783,20,893,17.99,0.440857
5199,2080,0.0077,18,893,17.96,0.401746
5200,2080,0.783,12,893,17.95,0.381966
5201,2088,1,8,894,17.92,0.355647
5202,2090,0,15,893,17.89,0.362357
5203,2097,0.0222,10,893,17.86,0.248264
5204,2120,0.037,15,893,17.83,0.330953
5205,2133,0.2318,8,893,17.8,0.3149
5206,2141,0.1185,10,894,17.77,0.315835
5207,2157,0.0128,15,896,17.72,0.34162
5208,2169,0.5939,15,897,17.68,0.295936
5209,2168,1.1466,11,897,17.63,0.283687
5210,2174,1.8944,16,898,17.58,0.415839
5211,2190,0.8896,15,900,17.52,0.353342
5212,2212,0.1425,18,900,17.47,0.4513
5213,2228,0.1679,22,900,17.45,0.433616
5214,2223,0.3753,19,900,17.44,0.397806
5215,2226,0.6286,23,899,17.44,0.414745
5216,2225,0.8479,20,899,17.44,0.462457
5217,2222,0.2567,26,899,17.45,0.568696
5218,2200,0.4785,19,899,17.46,0.68779
5219,2183,1.0995,14,898,17.49,0.31886
5220,2173,0.2929,26,896,17.53,0.637448
5221,2181,0.2407,19,896,17.53,0.486641
5222,2189,0.1577,19,896,17.51,0.354537
5223,2210,0.0971,15,896,17.47,0.341107
5224,2226,0.0513,15,896,17.43,0.353801
5225,2221,0.7752,18,897,17.4,0.382449
5226,2243,0.0684,19,897,17.36,0.3276
5227,2268,0.0464,19,898,17.3,0.340122
5228,2284,0,21,900,17.2,0.363339
5229,2308,0.0374,24,902,17.11,0.349833
5230,2330,0.1863,13,902,17.02,0.356872
5231,2313,0.0041,14,902,16.99,0.384437
5232,2325,0.6946,24,902,16.96,0.460326
5233,2329,0.3598,16,902,16.96,0.398454
5234,2325,0.5245,13,902,16.99,0.409211
5235,2303,1.4856,19,900,17.06,0.439362
5236,2269,1.427,23,899,17.1,0.474294
5237,2270,1.8944,27,899,17.14,0.540339
5238,2209,1.9644,23,899,17.12,0.477623
5239,2183,0.2432,23,900,17.08,0.497437
5240,2193,0.021,26,896,17.32,0.488004
5241,2190,1.5433,21,892,17.51,0.502494
5242,2133,0.9395,28,890,17.55,0.477024
5243,2215,0.0374,27,894,17.4,0.576369
5244,2283,0.2273,24,896,17.24,0.589983
5245,2306,0.0394,25,900,17.07,0.602335
5246,2334,0.2475,27,901,16.99,0.622062
5247,2338,1.8944,25,901,16.98,0.524504
5248,2348,0.0005,21,901,16.92,0.6413
5249,2332,1.4804,21,898,17.07,0.548244
5251,2204,0.5172,11,888,17.61,0.289486
5252,2164,1.2094,10,886,17.74,0.308893
5253,2115,0.0875,11,886,17.72,0.272665
5254,2102,1.9979,14,885,17.85,0.324859
5255,2022,1.1047,16,881,18.03,0.480808
5256,1992,0.8679,9,879,18.17,0.300919
5257,1971,0.442,11,877,18.26,0.278617
5258,1947,0.5608,13,875,18.41,0.244501
5259,1927,0.9796,9,872,18.55,0.282263
5260,1869,1.6937,8,871,18.61,0.319261
5261,1857,0.0023,12,871,18.56,0.273121
5262,1893,0.1056,14,872,18.51,0.274217
5263,1931,0.0715,11,873,18.44,0.294879
5264,1978,0.0308,13,875,18.32,0.309016
5265,2007,0.0471,8,877,18.13,0.585094
5266,2043,0.6394,19,878,18.05,0.434969
5267,2073,1.8411,19,880,17.95,0.431956
5268,2059,1.6324,23,882,17.87,0.791357
5269,2096,1.5308,20,882,17.81,0.788737
5270,2074,1.8905,17,882,17.87,0.436489
5271,2037,1.9138,17,877,18.01,0.634778
5272,2013,1.6643,21,876,18.14,0.517104
5309,2011,1.3714,14,895,18.27,0.408989
5310,2013,1.5144,21,896,18.22,0.432719
5311,2003,1.8944,26,895,18.21,0.508364
5312,2002,1.2874,21,895,18.21,0.384448
5314,2024,0.0038,29,897,18.11,0.39401
5315,2044,0.0011,26,898,18.04,0.486204
5316,2058,0,24,898,18.01,0.478605
5317,2054,1.9345,28,898,18.01,0.63082
5318,2056,1.7296,24,897,18.03,0.485823
5319,2071,1.4473,26,896,18.06,0.469535
5320,2068,0.9095,27,895,18.09,0.458732
5321,2067,1.848,22,894,18.11,0.457556
5322,2033,1.4574,22,894,18.13,0.440804
5323,2037,1.995,18,893,18.15,0.440673
5324,2017,1.9778,23,892,18.16,0.395831
5325,2018,1.1644,27,892,18.15,0.499101
5326,2036,0.2929,19,892,18.12,0.365954
5327,2041,0.0862,15,893,18.09,0.336344
5328,2048,0.021,14,893,18.06,0.414882
5329,2044,0.3861,22,893,18.03,0.422413
5330,2047,0.2652,20,893,18.01,0.417699
5331,2057,0.0838,18,893,17.98,0.38287
5332,2064,0.0038,15,893,17.96,0.394165
5333,2070,0.917,21,893,17.93,0.459878
5334,2078,1.2748,21,893,17.9,0.412961
5335,2090,1.5301,18,893,17.87,0.514586
5336,2108,0.5527,14,893,17.84,0.414132
5337,2118,1,13,893,17.81,0.381335
5338,2136,0.5809,12,895,17.77,0.326402
5339,2144,0.4266,12,896,17.72,0.309307
5340,2172,0.5939,14,897,17.66,0.27464
5341,2190,0.8356,10,898,17.6,0.276112
5342,2203,1.7071,17,899,17.56,0.378896
5343,2198,1.217,15,900,17.51,0.396966
5344,2214,0.0194,10,900,17.47,0.347629
5345,2215,1.3161,21,900,17.45,0.397895
5346,2210,0.2351,20,899,17.45,0.43028
5347,2215,0.9233,21,899,17.45,0.466605
5348,2207,0.4296,23,899,17.46,0.470234
5349,2185,0.1056,27,898,17.48,0.418945
5350,2181,0.8759,27,897,17.51,0.455568
5351,2160,0.5527,23,896,17.55,0.495635
5352,2164,1.7894,25,895,17.58,0.515209
5353,2167,0.5685,27,895,17.57,0.617294
5354,2185,0.4,24,896,17.54,0.685025
5355,2195,0.0055,17,896,17.5,0.406764
5356,2201,0.0038,15,896,17.47,0.323143
5357,2206,0.7752,16,896,17.46,0.368001
5358,2224,0.0061,20,896,17.41,0.345985
5359,2240,0.5527,18,897,17.33,0.361197
5360,2267,0.0068,15,899,17.24,0.374567
5361,2293,0.0353,17,900,17.16,0.381976
5362,2298,0.6214,15,902,17.08,0.353551
5363,2288,0.1125,31,901,17.09,0.469702
5364,2292,0.4856,19,901,17.09,0.449685
5365,2297,1.0237,12,900,17.09,0.374398
5366,2292,0.1624,12,900,17.09,0.424531
5367,2290,0.5308,18,900,17.1,0.419235
5368,2250,1.4473,21,899,17.12,0.499088
5369,2233,0.0532,18,898,17.13,0.385013
5370,2179,1.2531,25,899,17.09,0.472357
5371,2141,0.4497,13,900,16.98,0.357713
5372,2146,0.1346,23,895,17.34,0.486485
5373,2141,1.4191,21,890,17.6,0.458715
5374,2112,0.9108,19,887,17.74,0.435051
5375,2156,0.0345,18,890,17.65,0.361944
5376,2207,0.0778,15,893,17.41,0.302138
5377,2243,0.1913,16,895,17.33,0.554717
5378,2258,0.4961,13,895,17.29,0.412879
5380,2241,0.0531,13,895,17.29,0.308526
5381,2275,0.7348,7,892,17.41,0.353759
5382,2153,1.2521,8,886,17.8,0.301922
5383,2083,0.1441,16,885,17.87,0.283089
5385,2046,0.5088,16,882,17.98,0.565817
5386,2087,0.1389,11,881,18.01,0.274249
5387,2052,1.3193,8,879,18.17,0.312355
5388,1948,1.9963,17,875,18.33,0.332915
5389,1915,1.4061,13,874,18.44,0.326091
5390,1927,0.0018,11,872,18.55,0.276591
5391,1861,1.0434,13,870,18.68,0.415017
5392,1838,0.6433,6,870,18.75,0.30158
5393,1811,0.0243,16,870,18.7,0.338612
5394,1863,0.1702,15,872,18.59,0.2841
5395,1894,0.0637,12,872,18.52,0.343109
5396,1927,0.1605,13,873,18.4,0.277974
5397,1952,0.0069,13,875,18.24,0.327302
5398,1988,0.1679,9,877,18.11,0.39287
5399,2031,0.1679,13,880,17.94,0.596822
5400,2099,0.1835,11,882,17.79,0.575793
5402,2082,1.3636,16,882,17.85,0.537097
5403,2043,1.9997,15,881,17.89,0.518057
5404,2036,1.528,15,879,17.94,0.541144
5442,2029,0.4759,19,897,18.18,0.425166
5443,2026,1.9104,21,897,18.16,0.474914
5444,2018,1.9824,26,896,18.15,0.489406
5445,2009,1.8944,25,897,18.13,0.475232
5446,2010,0,24,897,18.07,0.34561
5447,2026,0.1317,24,898,18.04,0.449142
5448,2052,0.0745,22,898,18,0.389514
5449,2070,1,27,898,17.98,0.435083
5450,2077,1.2248,24,897,18.01,0.492816
5451,2077,0.2929,24,896,18.03,0.447155
5452,2080,1.9889,26,895,18.05,0.478691
5453,2051,1.3161,19,895,18.05,0.449587
5454,2038,1.1611,31,895,18.06,0.450102
5455,2045,1.9923,26,894,18.08,0.386373
5456,2029,1.9578,27,893,18.11,0.449363
5457,2022,1.9231,25,892,18.13,0.631966
5458,2025,0.2672,23,892,18.12,0.469333
5459,2031,0.0329,25,892,18.1,0.547916
5460,2029,0.5259,24,892,18.07,0.439007
5461,2037,0.3274,27,892,18.05,0.440282
5462,2040,0.2929,26,891,18.04,0.528752
5463,2048,0.1056,24,892,18.01,0.461307
5464,2056,1.3161,24,892,17.98,0.502139
5465,2072,0.264,21,893,17.95,0.439763
5466,2088,0.0952,21,893,17.92,0.467373
5467,2093,0.0222,16,893,17.89,0.439166
5468,2111,0.2221,14,893,17.86,0.337198
5469,2135,0.4,19,893,17.8,0.472656
5470,2127,0.6088,17,895,17.78,0.422813
5471,2139,0.0442,10,895,17.76,0.275415
5472,2177,0.0995,12,896,17.69,0.309897
5473,2179,0.0329,21,898,17.58,0.34597
5474,2194,0.1563,11,899,17.53,0.336274
5475,2201,0.1913,11,899,17.51,0.342598
5476,2191,0.0783,8,899,17.48,0.266835
5477,2197,0.3384,19,900,17.46,0.344858
5478,2188,0.6193,19,898,17.47,0.420676
5479,2178,0.5939,11,898,17.49,0.391674
5480,2169,0.0215,27,897,17.51,0.395606
5481,2162,0.81,24,896,17.55,0.472033
5482,2156,1.0539,19,895,17.6,0.475431
5484,2155,0.2929,28,894,17.62,0.621233
5485,2196,0.9827,22,895,17.59,0.517949
5486,2205,1.6075,16,895,17.55,0.459976
5487,2205,1.6,18,896,17.5,0.407616
5488,2211,1.8632,24,896,17.48,0.515843
5489,2221,1.0767,24,896,17.46,0.444166
5490,2261,1.7134,19,896,17.41,0.440244
5491,2243,1.74,21,897,17.33,0.338697
5492,2257,0.0009,15,898,17.25,0.305492
5493,2275,0.7574,7,899,17.19,0.289147
5494,2272,1.2094,15,900,17.14,0.406857
5495,2266,0.0862,15,899,17.13,0.370412
5496,2265,0.1958,13,899,17.12,0.377384
5497,2273,1.2316,14,899,17.13,0.327238
5498,2275,0.4353,14,899,17.13,0.334897
5499,2241,1.083,23,899,17.11,0.651822
5500,2222,1.1075,26,900,17.08,0.594279
5501,2196,0.0238,21,900,17.05,0.34658
5502,2197,1.512,21,900,17.05,0.455767
5503,2145,1.7918,16,900,17.03,0.518283
5504,2133,1.9083,13,893,17.41,0.391906
5505,2082,1.9932,11,890,17.63,0.411104
5506,2055,1.9231,18,885,17.89,0.605071
5507,2026,0.7392,17,884,17.96,0.395505
5508,2051,0.0685,10,885,17.9,0.247747
5509,2078,0.0256,16,885,17.83,0.243757
5510,2134,0.3278,10,885,17.81,0.248671
5511,2105,0.8995,9,885,17.86,0.29852
5512,2116,0.0233,11,886,17.75,0.246688
5514,2077,0.9719,9,881,18.02,0.274784
5515,1988,0.1437,14,879,18.19,0.351049
5517,1936,0.5571,14,875,18.41,0.539105
5518,1963,0.4887,4,875,18.37,0.252962
5519,1974,0.2462,9,875,18.38,0.278197
5520,1961,1.3133,10,873,18.46,0.302765
5521,1898,1.5379,10,870,18.63,0.278412
5522,1859,0.1352,10,870,18.73,0.253824
5524,1808,1.2187,14,868,18.92,0.318691
5525,1818,0.0729,13,869,18.78,0.267867
5526,1834,0.3087,18,872,18.64,0.338289
5527,1860,0.0185,15,872,18.57,0.326517
5528,1880,0.0927,14,872,18.53,0.307028
5529,1910,0.0071,13,874,18.4,0.324672
5530,1948,0.0082,16,876,18.26,0.31585
5531,1997,0.0637,12,876,18.15,0.277205
5532,2029,0.1022,12,877,18.05,0.558446
5533,2036,0.5144,10,877,18.06,0.34994
5534,2028,0.0377,17,879,17.99,0.517391
5535,2077,0.0005,13,880,17.93,0.338018
5536,2088,0.8896,18,880,17.91,0.579435
5572,1990,1.108,29,895,18.32,0.515451
5573,2004,1.2927,23,896,18.23,0.406871
5574,2037,1.3161,17,897,18.16,0.361541
5575,2035,1.8944,23,897,18.11,0.421412
5576,2032,1.9487,20,897,18.1,0.513444
5577,2021,1.9487,20,898,18.08,0.440848
5578,2016,1.9671,13,897,18.05,0.337453
5579,2030,0.2628,11,897,18.03,0.297639
5580,2048,0.5527,8,897,18,0.333297
5581,2063,0.2929,20,897,17.97,0.434521
5582,2073,0.0161,27,897,17.98,0.440363
5583,2091,0.2929,23,896,18,0.451477
5584,2077,1.8805,17,895,18.01,0.44786
5585,2054,1.9751,23,895,18.02,0.494453
5586,2059,1.7328,19,895,18.02,0.444614
5587,2046,1.6139,23,895,18.03,0.419198
5588,2029,1.9701,18,894,18.05,0.385365
5589,2033,0.9445,27,892,18.08,0.620047
5590,2026,1.4961,25,892,18.09,0.485862
5591,2039,1.5144,20,892,18.07,0.438541
5592,2045,1.6139,23,892,18.05,0.41105
5593,2040,1.6743,20,892,18.04,0.444384
5594,2042,1.3456,24,893,18.02,0.386901
5595,2058,0.771,21,892,18.01,0.417519
5596,2060,1.19,21,892,17.99,0.432887
5597,2066,0.5527,21,892,17.96,0.422823
5598,2079,0.5359,18,892,17.94,0.374458
5599,2098,0.0896,21,892,17.92,0.436997
5600,2107,0.0061,19,893,17.87,0.410617
5601,2105,0.262,20,893,17.83,0.439947
5602,2103,0.0222,23,894,17.82,0.442864
5603,2129,0.4323,12,894,17.82,0.297746
5604,2151,0.0464,15,895,17.75,0.368148
5605,2140,0.5992,17,897,17.65,0.403836
5606,2164,0.0111,12,897,17.58,0.335167
5607,2181,0.0022,10,898,17.53,0.289475
5608,2179,1.8107,12,899,17.49,0.311485
5609,2175,0.2548,10,898,17.48,0.28832
5610,2179,1.9971,20,897,17.51,0.414012
5611,2165,0.1056,24,897,17.56,0.408037
5612,2162,0.0637,22,895,17.62,0.42915
5613,2147,1.5039,24,894,17.65,0.487987
5614,2140,1.6805,13,894,17.67,0.498357
5615,2136,0.2929,13,894,17.66,0.378141
5616,2142,0.216,27,894,17.62,0.501153
5617,2184,0.0647,20,894,17.59,0.433528
5618,2212,0.3878,12,896,17.51,0.372595
5619,2248,0.1258,15,896,17.44,0.414115
5620,2261,1.8944,21,896,17.4,0.435158
5621,2265,1.2659,25,896,17.38,0.399775
5622,2272,0.48,22,896,17.32,0.383105
5623,2286,1.9858,13,897,17.28,0.441993
5624,2263,1.6508,17,898,17.21,0.345475
5625,2275,0.6839,18,899,17.18,0.374784
5626,2274,1.932,15,899,17.15,0.35966
5627,2257,1.3161,17,898,17.15,0.375715
5628,2254,0.7752,13,898,17.15,0.369264
5629,2248,0.1589,10,898,17.16,0.340605
5630,2249,0.3291,15,898,17.14,0.334906
5631,2235,1.5599,20,898,17.1,0.478437
5632,2203,1.9806,28,900,17.06,0.543641
5633,2188,1.6,29,900,17.01,0.585991
5634,2184,1.0664,17,902,16.95,0.390778
5635,2156,1.7348,26,901,17.01,0.701149
5636,2201,0.6061,17,897,17.21,0.39135
5637,2165,1.8642,16,893,17.37,0.535058
5638,2135,1.9585,23,888,17.72,0.466075
5639,2079,1.7903,9,881,18.15,0.278701
5640,1956,0.5992,13,879,18.29,0.378316
5641,1975,0.0607,12,881,18.17,0.266569
5642,2044,0.2182,11,880,18.17,0.240727
5643,2012,0.8479,17,879,18.23,0.663944
5644,2011,0.0065,15,881,18.07,0.252279
5645,2090,1.5144,9,881,18.04,0.261299
5646,1996,1.4374,15,878,18.24,0.327484
5647,1958,0.9796,12,875,18.46,0.255775
5648,1905,0.7574,14,870,18.66,0.266551
5649,1860,0.782,14,869,18.75,0.416372
5650,1852,0.0092,15,870,18.66,0.274682
5651,1920,0.8487,3,872,18.59,0.281437
5652,1907,0.5939,9,870,18.67,0.256237
5653,1865,0.9688,9,869,18.83,0.276065
5655,1785,0.7906,9,866,18.97,0.274163
5656,1757,0.1787,14,866,18.95,0.341708
5657,1813,0.8104,17,870,18.74,0.246274
5658,1872,1.1395,16,873,18.54,0.253382
5659,1902,1.687,14,872,18.51,0.285402
5660,1907,1.0905,12,872,18.53,0.305874
5661,1905,0.3357,14,872,18.5,0.315215
5662,1927,0,13,873,18.44,0.296271
5663,1944,0.1125,15,874,18.35,0.322139
5664,1996,0.0071,14,874,18.3,0.341871
5665,1990,0.473,8,874,18.29,0.311445
5666,1974,0.5821,13,876,18.22,0.274277
5667,2015,0.0709,12,878,18.1,0.271926
5668,2035,0.1639,14,879,17.97,0.380199
5707,2038,0.3414,23,898,18.11,0.44446
5708,2044,1.3161,15,898,18.09,0.411109
5709,2041,1.999,21,898,18.05,0.450438
5710,2022,1.9945,23,898,18.03,0.432481
5711,2028,0.0952,28,897,18,0.45251
5712,2045,0.0299,8,897,17.98,0.285362
5713,2060,0.0945,22,897,17.96,0.435172
5714,2072,1,22,897,17.95,0.429284
5715,2086,1,12,897,17.95,0.313493
5716,2090,1.9762,24,896,17.97,0.392244
5717,2092,1.5473,26,895,17.97,0.439612
5718,2060,1.9626,23,895,17.97,0.417226
5719,2041,1.3714,25,895,17.98,0.395365
5720,2041,0.3753,28,895,18,0.401452
5721,2042,1.8321,21,894,18.02,0.419211
5722,2036,1.8944,26,894,18.02,0.57701
5723,2044,0.3903,22,893,18.01,0.434149
5724,2050,1.204,21,893,18,0.410495
5725,2064,1.5144,26,893,18,0.444358
5726,2072,1.6839,21,892,18,0.446366
5727,2074,1.6794,23,891,18,0.443312
5728,2085,1.5547,21,891,17.99,0.454222
5729,2077,1.2748,12,891,17.99,0.309472
5730,2071,0.4989,15,891,17.98,0.377561
5731,2068,0.2514,15,891,17.97,0.467253
5732,2061,0.1877,16,891,17.96,0.347506
5733,2064,0.7408,24,891,17.95,0.465352
5734,2105,0.0561,16,891,17.91,0.45348
5735,2099,0.3695,13,894,17.82,0.306243
5736,2103,0.0952,19,895,17.79,0.439022
5737,2122,1.1146,27,896,17.75,0.46822
5738,2133,0.5039,21,897,17.65,0.422796
5739,2176,0.4213,12,897,17.56,0.308711
5740,2183,1.9104,12,897,17.53,0.330948
5741,2162,0.1056,12,897,17.55,0.445801
5742,2169,0.1425,23,897,17.61,0.44195
5743,2162,0.6061,16,894,17.66,0.422857
5744,2153,0.1863,23,893,17.71,0.471308
5745,2146,0.5771,21,893,17.72,0.566937
5746,2178,1.6913,20,893,17.7,0.52364
5747,2157,1.8,21,894,17.63,0.563474
5748,2153,1.7071,29,894,17.62,0.634975
5749,2184,0.3134,24,894,17.57,0.437527
5750,2200,0.4592,13,896,17.5,0.359441
5751,2219,0.1936,15,896,17.43,0.344014
5752,2260,0.3414,22,896,17.38,0.38812
5753,2267,0.0017,16,896,17.31,0.384334
5754,2283,0.0715,13,898,17.24,0.321612
5755,2309,1.3714,15,899,17.19,0.315026
5756,2313,1.7071,15,900,17.13,0.296233
5757,2305,1.9167,12,901,17.12,0.355166
5758,2288,1.7701,17,900,17.12,0.577544
5759,2278,1.9231,25,898,17.13,0.555887
5760,2247,1.9934,25,897,17.16,0.508482
5761,2238,1.7071,21,897,17.17,0.448487
5762,2235,0.4759,15,897,17.14,0.536514
5763,2216,1,26,898,17.1,0.495719
5764,2197,1.4338,27,899,17.04,0.565839
5765,2182,0.4453,29,901,16.96,0.595215
5766,2175,1.9285,31,902,16.92,0.523574
5767,2187,0.4726,20,902,16.92,0.358836
5768,2201,0.794,21,898,17.09,0.419745
5769,2221,1.2316,9,894,17.32,0.348186
5770,2157,1.8082,12,887,17.75,0.371035
5771,2104,1.5671,9,882,18.1,0.318399
5773,1878,0.7533,17,873,18.6,0.527845
5774,1929,0.2929,10,875,18.51,0.264723
5775,1911,0.3627,18,875,18.41,0.571031
5776,1961,0.2762,18,879,18.16,0.221789
5777,2060,0.9607,9,880,18.12,0.273972
5778,1981,1.8445,14,876,18.36,0.255074
5779,1880,1.756,12,872,18.6,0.275659
5780,1820,0.808,12,868,18.85,0.290839
5781,1816,0.8745,6,867,18.95,0.261705
5782,1813,0.1568,14,870,18.81,0.218308
5783,1886,1.8087,10,870,18.76,0.271063
5784,1810,0.8832,10,868,18.9,0.282475
5785,1787,1.1961,8,866,19,0.390393
5788,1750,0.2374,17,865,18.98,0.271768
5789,1820,0.3396,15,871,18.63,0.253046
5790,1935,0.6264,17,873,18.46,0.187664
5792,1886,1.5051,5,869,18.64,0.307867
5793,1874,0.0157,12,871,18.6,0.282682
5794,1890,0.2852,12,872,18.55,0.31582
5795,1911,0.1512,10,872,18.45,0.261629
5796,1944,0.4497,10,872,18.46,0.305652
5797,1926,0.4204,8,872,18.47,0.276865
5798,1915,0.801,9,872,18.42,0.278864
5799,1956,0.417,15,874,18.24,0.276605
5838,2018,0.0433,22,896,18.16,0.445437
5839,2021,0.6154,27,897,18.14,0.485988
5840,2051,0.3821,21,897,18.09,0.392772
5841,2052,2,18,898,18.03,0.432558
5842,2036,1.8411,17,898,18.01,0.401757
5843,2031,1.9079,29,898,17.99,0.433553
5844,2037,0.4631,26,897,17.97,0.55966
5845,2060,0.354,24,897,17.94,0.427467
5846,2068,0.9475,21,897,17.91,0.445431
5847,2084,0.5295,29,898,17.89,0.448922
5848,2102,1.3939,24,898,17.87,0.40896
5849,2070,0.7798,27,897,17.91,0.43802
5850,2049,1.4061,27,896,17.93,0.429944
5851,2048,1.8411,24,896,17.95,0.449022
5852,2053,1.217,19,896,17.98,0.452596
5854,2050,1.0767,23,894,18.01,0.447442
5855,2053,0.9287,24,893,18,0.427841
5856,2054,1.4191,24,893,17.99,0.419839
5857,2071,1.1961,24,892,17.99,0.440897
5858,2080,0.1056,26,892,17.99,0.422633
5859,2086,0.1679,22,891,18,0.421732
5860,2086,1.9231,23,891,18.01,0.408309
5861,2062,1.1767,11,891,18.02,0.333834
5862,2045,1.0555,15,891,18.03,0.378756
5863,2038,1.4473,26,890,18.04,0.488758
5864,2040,0.5039,16,889,18.04,0.380301
5865,2057,0.2797,13,889,18.01,0.385076
5866,2056,0.2797,16,890,17.96,0.417153
5867,2058,0.8286,27,891,17.91,0.541439
5868,2111,0.3139,16,893,17.88,0.380399
5869,2126,0.0005,20,894,17.8,0.455129
5870,2143,0.0041,17,897,17.68,0.358327
5872,2192,1.8944,15,897,17.59,0.484531
5873,2166,1.6586,15,895,17.65,0.422395
5874,2167,0.3068,21,893,17.71,0.441639
5875,2156,1.4027,16,893,17.75,0.460274
5876,2144,0.5527,21,893,17.76,0.485515
5877,2147,0.1376,22,893,17.73,0.399825
5878,2186,0.4392,13,893,17.64,0.333564
5879,2174,1.3714,22,893,17.61,0.552226
5880,2172,0.9445,16,893,17.6,0.447112
5881,2192,0,14,893,17.57,0.347195
5882,2196,0.2929,17,894,17.53,0.362734
5883,2210,0.706,16,895,17.49,0.333123
5884,2246,1.0696,21,896,17.38,0.441071
5885,2263,0.8586,22,897,17.26,0.356181
5886,2273,0.1317,12,899,17.2,0.321557
5887,2303,0,13,901,17.12,0.409463
5888,2318,0.0513,20,901,17.07,0.346629
5889,2325,0,23,901,17.07,0.440105
5890,2321,1.9959,23,901,17.07,0.407754
5891,2308,1.8944,16,900,17.09,0.429516
5892,2296,1.7372,27,897,17.13,0.508099
5893,2287,1.8588,23,897,17.17,0.751531
5894,2262,1.8683,23,897,17.15,0.614747
